Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
AEZS,AEterna Zentaris Inc.,2.36,$38.8M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aezs,
AEMD,"Aethlon Medical, Inc.",1.09,$16.45M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/aemd,
GNMX,"Aevi Genomic Medicine, Inc.",1.18,$70.01M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/gnmx,
AFMD,Affimed N.V.,1.25,$55.84M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/afmd,
AGEN,Agenus Inc.,3.39,$339.62M,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/agen,
AGRX,"Agile Therapeutics, Inc.",2.84,$97.09M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agrx,
AGYS,"Agilysys, Inc.",12.29,$285.16M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/agys,
AGIO,"Agios Pharmaceuticals, Inc.",60.47,$2.95B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agio,
AGNC,AGNC Investment Corp.,20.27,$7.93B,2008,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agnc,
AGNCB,AGNC Investment Corp.,26.3116,$9.12B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agncb,
AGNCN,AGNC Investment Corp.,26.4,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agncn,
AGFS,"AgroFresh Solutions, Inc.",7.33,$368.97M,2014,Finance,Business Services,http://www.nasdaq.com/symbol/agfs,
AGFSW,"AgroFresh Solutions, Inc.",0.43,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/agfsw,
ALRN,"Aileron Therapeutics, Inc.",10.38,$152.78M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alrn,
AIMT,"Aimmune Therapeutics, Inc.",38.4,$1.95B,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aimt,
AIRT,"Air T, Inc.",23.1,$47.19M,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/airt,
ATSG,"Air Transport Services Group, Inc",23.12,$1.37B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/atsg,
AIRG,"Airgain, Inc.",8.53,$81.71M,2016,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/airg,
AMCN,AirMedia Group Inc,1.35,$84.8M,2007,Technology,Advertising,http://www.nasdaq.com/symbol/amcn,
AKAM,"Akamai Technologies, Inc.",65.19,$11.03B,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/akam,
AKTX,Akari Therapeutics Plc,4.64,$70.79M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aktx,
AKCA,"Akcea Therapeutics, Inc.",18.78,$1.25B,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akca,
AKBA,"Akebia Therapeutics, Inc.",15.15,$716.13M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akba,
AKER,Akers Biosciences Inc,0.1401,$1.39M,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/aker,
AKRX,"Akorn, Inc.",31.85,$3.98B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akrx,
AKTS,"Akoustis Technologies, Inc.",6.08,$133.82M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/akts,
ALRM,"Alarm.com Holdings, Inc.",37.42,$1.76B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/alrm,
ALSK,"Alaska Communications Systems Group, Inc.",2.8,$146.85M,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/alsk,
ALBO,"Albireo Pharma, Inc.",25.69,$228.63M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/albo,
ABDC,Alcentra Capital Corp.,8.78,$125.07M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abdc,
ALDR,"Alder BioPharmaceuticals, Inc.",11.85,$802.96M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aldr,
ALDX,"Aldeyra Therapeutics, Inc.",6.75,$129.04M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aldx,
ALXN,"Alexion Pharmaceuticals, Inc.",119.8,$26.76B,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alxn,
ALCO,"Alico, Inc.",30.45,$251.04M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/alco,
ALGN,"Align Technology, Inc.",226.45,$18.16B,2001,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/algn,
ALIM,"Alimera Sciences, Inc.",1.34,$92.66M,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alim,
ALJJ,"ALJ Regional Holdings, Inc.",3.19,$120.01M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/aljj,
ALKS,Alkermes plc,54.57,$8.39B,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alks,
ABTX,"Allegiance Bancshares, Inc.",38.45,$506.83M,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/abtx,
ALGT,Allegiant Travel Company,157.95,$2.54B,2006,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/algt,
ALNA,"Allena Pharmaceuticals, Inc.",10.67,$220.55M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/alna,
AHGP,"Alliance Holdings GP, L.P.",26.19,$1.57B,2006,Energy,Coal Mining,http://www.nasdaq.com/symbol/ahgp,
AMMA,"Alliance MMA, Inc.",1.229,$15.56M,2016,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/amma,
ARLP,"Alliance Resource Partners, L.P.",19.2,$2.51B,1999,Energy,Coal Mining,http://www.nasdaq.com/symbol/arlp,
AHPI,"Allied Healthcare Products, Inc.",2.08,$8.35M,1992,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ahpi,
AMOT,"Allied Motion Technologies, Inc.",33.49,$316.58M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/amot,
ALQA,"Alliqua BioMedical, Inc.",1.872,$9.33M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/alqa,
ALLT,Allot Communications Ltd.,5.35,$177.16M,2006,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/allt,
MDRX,"Allscripts Healthcare Solutions, Inc.",14.6,$2.64B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/mdrx,
AFAM,Almost Family Inc,55.3,$772.43M,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/afam,
ALNY,"Alnylam Pharmaceuticals, Inc.",128.56,$12.75B,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alny,
AOSL,Alpha and Omega Semiconductor Limited,16.63,$397.04M,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/aosl,
GOOG,Alphabet Inc.,1049.37,$729.1B,2004,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/goog,
GOOGL,Alphabet Inc.,1060.2,$736.63B,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/googl,
SMCP,AlphaMark Actively Managed Small Cap ETF,26.1145,$28.73M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/smcp,
ATEC,"Alphatec Holdings, Inc.",2.68,$44.82M,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atec,
ALPN,"Alpine Immune Sciences, Inc.",11.24,$156.03M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alpn,
SWIN,ALPS/Dorsey Wright Sector Momentum ETF,29.3621,$10.28M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/swin,
AABA,Altaba Inc.,70.06,$61.19B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/aaba,
ALTR,Altair Engineering Inc.,23.61,$1.49B,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/altr,
ALT,"Altimmune, Inc.",1.775,$27.78M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alt,
ASPS,Altisource Portfolio Solutions S.A.,28.87,$516.91M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/asps,
AIMC,Altra Industrial Motion Corp.,50.4,$1.48B,2006,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aimc,
AMAG,"AMAG Pharmaceuticals, Inc.",13.95,$493.47M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amag,
AMRN,Amarin Corporation plc,4,$1.08B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amrn,
AMRK,"A-Mark Precious Metals, Inc.",14.57,$102.45M,n/a,Basic Industries,Other Specialty Stores,http://www.nasdaq.com/symbol/amrk,
AMZN,"Amazon.com, Inc.",1182.26,$569.7B,1997,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/amzn,
AMBC,"Ambac Financial Group, Inc.",14.51,$656.59M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ambc,
AMBCW,"Ambac Financial Group, Inc.",5.5,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ambcw,
AMBA,"Ambarella, Inc.",59.03,$1.97B,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/amba,
AMCX,AMC Networks Inc.,55.12,$3.41B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/amcx,
DOX,Amdocs Limited,65.65,$9.45B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dox,
AMDA,Amedica Corporation,3.2,$9.67M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/amda,
AMED,Amedisys Inc,53.06,$1.8B,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/amed,
UHAL,Amerco,379.73,$7.45B,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/uhal,
AMRH,"Ameri Holdings, Inc.",2.96,$46.93M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/amrh,
AMRHW,"Ameri Holdings, Inc.",0.72,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/amrhw,
ATAX,"America First Multifamily Investors, L.P.",6.1,$367.54M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atax,
AMOV,"America Movil, S.A.B. de C.V.",16.88,$55.75B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/amov,
AAL,"American Airlines Group, Inc.",52.4,$25.07B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/aal,
ACSF,"American Capital Senior Floating, Ltd.",10.5,$105M,2014,n/a,n/a,http://www.nasdaq.com/symbol/acsf,
AETI,"American Electric Technologies, Inc.",1.45,$12.57M,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aeti,
AMNB,"American National Bankshares, Inc.",38.55,$333.36M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/amnb,
ANAT,American National Insurance Company,128.05,$3.45B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/anat,
AOBC,American Outdoor Brands Corporation,12.93,$699.7M,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/aobc,
APEI,"American Public Education, Inc.",25.55,$415.64M,2007,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apei,
ARII,"American Railcar Industries, Inc.",41.36,$789.31M,2006,Capital Goods,Railroads,http://www.nasdaq.com/symbol/arii,
AMRB,American River Bankshares,15.1,$96.29M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/amrb,
AMSWA,"American Software, Inc.",11.93,$359.72M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/amswa,
AMSC,American Superconductor Corporation,3.82,$79.93M,1991,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/amsc,
AMWD,American Woodmark Corporation,129.9,$2.08B,1986,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/amwd,
CRMT,"America&#39;s Car-Mart, Inc.",45,$321.75M,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/crmt,
ABCB,Ameris Bancorp,48.45,$1.8B,1994,Finance,Major Banks,http://www.nasdaq.com/symbol/abcb,
AMSF,"AMERISAFE, Inc.",61.1,$1.18B,2005,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/amsf,
ASRV,AmeriServ Financial Inc.,4.1,$74.92M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asrv,
ASRVP,AmeriServ Financial Inc.,28,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asrvp,
ATLO,Ames National Corporation,28.05,$261.17M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/atlo,
AMGN,Amgen Inc.,176.21,$127.91B,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/amgn,
FOLD,"Amicus Therapeutics, Inc.",14.54,$2.42B,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fold,
AMKR,"Amkor Technology, Inc.",10.13,$2.42B,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/amkr,
AMPH,"Amphastar Pharmaceuticals, Inc.",19.75,$908.02M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amph,
IBUY,Amplify Online Retail ETF,41.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibuy,
ASYS,"Amtech Systems, Inc.",9.84,$144.95M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asys,
AFSI,"AmTrust Financial Services, Inc.",9.93,$1.95B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afsi,
AMRS,"Amyris, Inc.",3.71,$159.65M,2010,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/amrs,
ADI,"Analog Devices, Inc.",89.1,$32.85B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/adi,
ALOG,Analogic Corporation,85.75,$1.07B,1972,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/alog,
ANAB,"AnaptysBio, Inc.",100.8,$2.37B,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anab,
AVXL,Anavex Life Sciences Corp.,3.38,$149.47M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/avxl,
ANCB,Anchor Bancorp,24.775,$61.81M,2011,Finance,Banks,http://www.nasdaq.com/symbol/ancb,
ANDA,Andina Acquisition Corp. II,10.2,$49.75M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/anda,
ANDAR,Andina Acquisition Corp. II,1.27,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/andar,
ANDAU,Andina Acquisition Corp. II,12,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/andau,
ANDAW,Andina Acquisition Corp. II,1.48,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/andaw,
ANGI,ANGI Homeservices Inc.,10.81,$5.16B,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/angi,
ANGO,"AngioDynamics, Inc.",16.62,$610.22M,2004,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ango,
ANIP,"ANI Pharmaceuticals, Inc.",63.23,$736.88M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anip,
ANIK,Anika Therapeutics Inc.,53.23,$780.45M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/anik,
ANSS,"ANSYS, Inc.",146.66,$12.45B,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/anss,
ATRS,"Antares Pharma, Inc.",2.03,$318.05M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atrs,
ANTH,"Anthera Pharmaceuticals, Inc.",1.47,$20.36M,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anth,
APLS,"Apellis Pharmaceuticals, Inc.",19.55,$984.03M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/apls,
APOG,"Apogee Enterprises, Inc.",44.83,$1.28B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/apog,
APEN,"Apollo Endosurgery, Inc.",5.47,$94.58M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/apen,
AINV,Apollo Investment Corporation,5.65,$1.23B,2004,n/a,n/a,http://www.nasdaq.com/symbol/ainv,
AMEH,"Apollo Medical Holdings, Inc.",23.72,$143.11M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/ameh,
APPF,"AppFolio, Inc.",41.45,$1.41B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/appf,
APPN,Appian Corporation,30.32,$1.83B,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/appn,
AAPL,Apple Inc.,170.6,$875.91B,1980,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/aapl,
ARCI,"Appliance Recycling Centers of America, Inc.",0.99,$6.81M,n/a,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/arci,
APDN,Applied DNA Sciences Inc,1.65,$45.17M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apdn,
APDNW,Applied DNA Sciences Inc,0.393,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apdnw,
AGTC,Applied Genetic Technologies Corporation,3.7,$66.94M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/agtc,
AMAT,"Applied Materials, Inc.",51.68,$54.59B,1972,Technology,Semiconductors,http://www.nasdaq.com/symbol/amat,
AAOI,"Applied Optoelectronics, Inc.",38.66,$749.32M,2013,Technology,Semiconductors,http://www.nasdaq.com/symbol/aaoi,
AREX,Approach Resources Inc.,3.06,$264.74M,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/arex,
APTI,"Apptio, Inc.",23.62,$953.98M,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/apti,
APRI,"Apricus Biosciences, Inc.",1.84,$28M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/apri,
APVO,Aptevo Therapeutics Inc.,4.19,$89.79M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/apvo,
APTO,"Aptose Biosciences, Inc.",2.05,$54.33M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/apto,
AQMS,"Aqua Metals, Inc.",2.16,$44.07M,2015,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/aqms,
AQB,"AquaBounty Technologies, Inc.",3.12,$27.75M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aqb,
AQXP,"Aquinox Pharmaceuticals, Inc.",11.82,$277.36M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aqxp,
ARDM,Aradigm Corporation,6.06,$91.8M,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ardm,
ARLZ,Aralez Pharmaceuticals Inc.,1.43,$94.34M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arlz,
PETX,"Aratana Therapeutics, Inc.",5.39,$231.76M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/petx,
ABUS,Arbutus Biopharma Corporation,4.9,$272.2M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abus,
ARCW,"ARC Group Worldwide, Inc.",2.05,$37.46M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/arcw,
ABIO,"ARCA biopharma, Inc.",1.355,$15.92M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/abio,
RKDA,"Arcadia Biosciences, Inc.",0.2173,$9.28M,2015,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/rkda,
ARCB,ArcBest Corporation,36.45,$934.46M,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/arcb,
ACGL,Arch Capital Group Ltd.,90.48,$11.84B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/acgl,
ACGLO,Arch Capital Group Ltd.,25.3975,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/acglo,
ACGLP,Arch Capital Group Ltd.,25.1,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/acglp,
APLP,"Archrock Partners, L.P.",11.62,$815.56M,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/aplp,
FUV,"Arcimoto, Inc.",3.63,$57.62M,2017,Consumer Non-Durables,Motor Vehicles,http://www.nasdaq.com/symbol/fuv,
ARCT,Arcturus Therapeutics Ltd.,8.23,$86.98M,2013,n/a,n/a,http://www.nasdaq.com/symbol/arct,
ARDX,"Ardelyx, Inc.",6.95,$330.37M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ardx,
ARNA,"Arena Pharmaceuticals, Inc.",34.66,$1.36B,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arna,
ARCC,Ares Capital Corporation,15.78,$6.73B,2004,n/a,n/a,http://www.nasdaq.com/symbol/arcc,
ARGX,argenx SE,63.56,$2.03B,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/argx,
AGII,"Argo Group International Holdings, Ltd.",60.55,$1.8B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/agii,
AGIIL,"Argo Group International Holdings, Ltd.",25.265,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/agiil,
ARGS,"Argos Therapeutics, Inc.",0.155,$13.73M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/args,
ARKR,Ark Restaurants Corp.,26,$89.07M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/arkr,
ARTX,Arotech Corporation,3.6,$95.02M,1994,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artx,
ARQL,"ArQule, Inc.",1.67,$145.47M,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arql,
ARRY,Array BioPharma Inc.,12.73,$2.51B,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arry,
ARRS,ARRIS International plc,25.98,$4.86B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/arrs,
DWAT,Arrow DWA Tactical ETF,11.6153,$8.13M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwat,
AROW,Arrow Financial Corporation,34.65,$482.34M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/arow,
ARWR,"Arrowhead Pharmaceuticals, Inc.",3.84,$287.34M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arwr,
ASNS,"Arsanis, Inc.",13.2,$180.77M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/asns,
ARTNA,Artesian Resources Corporation,38.3,$352.09M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/artna,
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",3,$12.48M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artw,
ASNA,"Ascena Retail Group, Inc.",2.41,$472.46M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/asna,
ASND,Ascendis Pharma A/S,40.09,$1.46B,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/asnd,
ASCMA,"Ascent Capital Group, Inc.",11.72,$144.47M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ascma,
